,source,sentence1,sentence2,labels.label
1045,korsts_train,뿔이 달린 갈색 소가 들판에 서 있다.,갈색 말이 풀밭 한가운데 서 있다.,2.8
1052,korsts_train,보트에 탄 두 남자가 물 위에 떠 있었다.,큰 녹색 보트가 물 위에 떠 있다.,2.5
1063,korsts_train,줄무늬 고양이가 고양이 쓰레기 봉지에 누워 있다.,고양이 쓰레기 뒤에 누워 있는 국내 고양이,2.7
1064,korsts_train,거실에서 카메라를 위해 포즈를 취하고 있는 남자와 어린 아이.,남자와 여자가 카메라를 위해 포즈를 취하고 있다.,3.0
1065,korsts_train,책상 위에 컴퓨터 모니터 3개와 다른 장비가 있는 홈 오피스.,컴퓨터 모니터가 여러 개 있는 룸입니다.,2.0
1071,korsts_train,하얀 회색 말을 타고 있는 어린 소녀,승마복을 입은 어린 금발 소녀가 회색과 흰색 말 위에 앉아 있습니다.,2.2
1076,korsts_train,갈매기가 물 위에 떠 있다.,작은 새가 물속에 떠다니고 있다.,3.1
1079,korsts_train,다섯 마리의 소들이 길가에서 풀을 뜯고 있다.,들판에서 풀을 뜯는 양 몇 마리,2.3
1080,korsts_train,산 염소 두 마리가 고산호 앞에서 풀을 뜯고 있다.,산 옆에서 방목하는 두 마리의 동물과 물 한 마리를 뜯어먹는다.,1.9
1085,korsts_train,바닥에 놓인 검정색 평면 텔레비전,바닥에 평면 TV가 있다.,3.1
1090,korsts_train,대머리 독수리는 밧줄에 걸터앉아 있다.,두 마리의 대머리 독수리가 나뭇가지에 앉아 있었다.,2.9
1093,korsts_train,소파에 앉아 창밖을 내다보는 두 마리의 고양이.,두 마리의 고양이가 창문을 보고 있다.,3.0
1094,korsts_train,레드 더블 데커 버스,후드가 달린 빨간색 더블 데커 버스,2.2
1097,korsts_train,한 무리의 사람들이 식당 테이블에 앉아 있다.,음식이 있는 테이블 주위에 앉아 있는 사람들,2.3
1103,korsts_train,돛이 네 개 달린 배가 물 위를 항해하고 있다.,돛단배가 물 위를 항해하고 있다.,3.1
1109,korsts_train,갈매기가 물 위에 떠 있다.,대형 유람선이 물 위에 떠 있다.,2.8
1110,korsts_train,자동차 옆에 주차된 오토바이.,두 대의 차 사이에 주차된 BMW 오토바이,3.2
1114,korsts_train,네 사람이 해안 근처에서 보트를 노를 저고 있다.,네 사람이 녹색 물 위에 있는 보트에 타고 있다.,2.2
1120,korsts_train,포치에 앉아 있는 사람들.,사람들이 앉아 있다.,2.5
1122,korsts_train,선로 위에 빨간 열차와 노란색 열차가 있다.,두 대의 열차가 선로를 따라 이동하고 있다.,2.2
1124,korsts_train,양은 두 마리의 작은 동물 근처에 서 있습니다.,그녀의 아이들 근처에 서 있는 양.,2.0
1127,korsts_train,돛단배가 물 위를 항해하고 있다.,범선들이 푸른 물 위에 떠 있다.,1.8
1128,korsts_train,바이킹 모자를 쓴 여자,바이킹 모자를 쓰고 앉아 있는 미소 짓는 여자.,3.0
1130,korsts_train,검은 양들이 서 있는 들판,검은 양이 얼굴을 찡그렸다.,1.9
1133,korsts_train,팔찌를 한 젊은 여성이 비키니 상의와 청바지를 입고 있다.,비키니 상의와 청바지를 입은 여성,2.3
1134,korsts_train,녹색 잔디밭에서 풀을 뜯는 갈색 말,갈색 말이 풀밭 한가운데 서 있다.,2.2
1136,korsts_train,풀밭에 서 있는 흑백 소,풀밭에 서 있는 푸른 제이,2.9
1140,korsts_train,선로를 따라 내려가는 기차,기차가 선로에서 활주한다.,2.4
1145,korsts_train,거실에는 식탁이 배경으로 놓여 있다.,큰 소파와 배경에 식탁이 있는 거실.,2.7
1146,korsts_train,노란색 줄무늬 고양이가 푸른 소파에 누워 있다.,오렌지색 태비 고양이가 소파에서 자고 있다.,3.0
1148,korsts_train,두 사람이 빨간 카누를 타고 뒷골목을 노를 저으며.,두 사람이 노란 카누를 타고 강을 따라 내려와 나무가 배경으로 서 있다.,1.9
1149,korsts_train,검은 기차가 선로를 따라 내려간다.,선로에서 유휴 중인 검은 열차.,2.7
1153,korsts_train,서점 밖에 자전거가 주차되어 있다.,사람들은 서점 밖에 서 있다.,2.1
1155,korsts_train,그들 앞에 정원이 있는 두 대의 빨간 버스가 주차되어 있다.,빨간 버스는 공식적인 정원 옆에 있는 커다란 흰색 건물 옆에 주차되어 있다.,2.3
1156,korsts_train,노란 앵무새가 우리 옆구리에 달라붙어 있다.,노란색과 오렌지색 새가 새장 옆을 잡고 있습니다.,1.9
1157,korsts_train,작은 범선을 타고 항해하는 커플,두 남자가 작은 범선을 타고 항해한다.,3.2
1158,korsts_train,차 옆에 은색과 파란색 오토바이가 앉아 있다.,자동차 옆에 주차된 오토바이.,2.6
1161,korsts_train,작은 흰 개는 나무 갑판에 누워 잔가지에 씹는다.,흰 개가 테이블 아래 나무 바닥에 누워 있다.,1.8
1163,korsts_train,혀를 내밀고 있는 양 한 마리의 클로즈업.,양이 혀를 내밀고 있는 모습을 가까이에 두어라.,3.0
1165,korsts_train,경기장에서 백마를 타는 남자,백마를 탄 남자,2.7
1166,korsts_train,기차가 들판 근처의 선로에 앉아 있다.,선로를 따라 내려가는 기차,1.9
1170,korsts_train,눈 덮인 들판에서 풀을 뜯는 소들,눈 덮인 들판에서 방목하는 소 다섯 마리,3.1
1173,korsts_train,승마복을 입은 소녀가 갈색 말 위에 앉아 있다.,빨간 셔츠를 입은 소녀가 갈색 말을 타고 있다.,2.6
1175,korsts_train,개 한 마리가 회색 재킷을 입고 있다.,애완용 재킷을 입은 개,2.9
1176,korsts_train,양 한 마리가 산비탈에 서 있다.,언덕 위에 서 있는 큰 양.,2.8
1179,korsts_train,갈색 말을 탄 소녀,기수는 보라색을 입고 갈색 말을 타고 있다.,2.0
1186,korsts_train,양 두 마리가 문간에 서 있다.,두 개의 숫양이 눈이 많이 오는 땅에 서 있다.,2.1
1187,korsts_train,컴퓨터 모니터가 여러 개 있는 룸입니다.,컴퓨터 모니터가 4개 연속으로 설치된 방,3.0
1191,korsts_train,두 마리의 흰 말이 울타리를 내려다보고 있다.,두 마리의 말이 펜 안에 서 있다.,1.8
1194,korsts_train,고양이가 누워 있는 흑백 사진.,깔개 위에 누워 있는 고양이의 흑백 이미지.,2.8
1195,korsts_train,한 남자와 여자가 카메라를 향해 미소를 지으며 서 있다.,남자와 여자가 카메라를 위해 포즈를 취하고 있다.,3.2
1202,korsts_train,한 남자가 침대 위에 다리를 꼬고 앉아 작은 TV를 보고 있다.,한 남자가 작은 텔레비전 가까이에 있는 침대 위에 앉아 있다.,3.1
1203,korsts_train,파란 차에 전조등이 켜져 있다.,파란 차에 헤드라이트를 씌우다.,2.5
1206,korsts_train,갈색 말을 탄 여자,갈색 말에 흰 옷을 입은 사람.,2.7
1208,korsts_train,두 마리의 개는 동물들과 섞여 있다.,두 마리의 개는 많은 박제 동물들과 함께 소파에 앉아 있습니다.,2.2
1211,korsts_train,새가 물속에서 날개를 퍼덕이고 있다.,큰 검은 새가 물속에 앉아 있다.,2.1
1216,korsts_train,산악자전거를 탄 남자가 경사면을 내려가고 있다.,이 사람은 맑은 날 바위 위 산악자전거를 타는 남자입니다.,2.3
1217,korsts_train,고양이 한 마리가 사무실 의자에 눕는다.,사무실 의자에 앉아 있는 생강 고양이.,2.9
1218,korsts_train,들판에서 풀을 뜯는 말 무리,녹색 잔디밭에서 풀을 뜯는 갈색 말,3.2
1221,korsts_train,세 마리의 양이 조수석에서 본 흙길에 서 있다.,자갈길 한가운데 있는 양 세 마리,2.2
1222,korsts_train,노랑과 파란색 비행기가 하늘을 날고 있다.,9대의 빨간색과 흰색 항공기가 연기를 따라 대형으로 비행하고 있다.,2.3
1225,korsts_train,승객들을 태운 레드 더블 데커 버스,빨간 더블 데커 버스가 한 도시에서 더 많은 승객들을 태우고 있다.,2.5
1227,korsts_train,부엌에 있는 두 여자가 물건을 보고 있다.,부엌에 두 명의 여자가 한 명이 사진을 찍고 있다.,2.7
1230,korsts_train,코카콜라 한 병의 흑백 사진,이것은 짧은 스쿼트 코카콜라 병의 흑백 사진입니다.,2.8
1231,korsts_train,작은 새가 얼음이 쌓인 가지 위에 앉았다.,나뭇가지에 노란 새가 앉아 있었다.,2.2
1233,korsts_train,빨간 트럭이 타이어를 돌리는 동안 검은 트럭이 프레임을 떠난다.,빨간 트럭이 타이어를 돌리고 뒤에서 연기를 내뿜는다.,2.3
1235,korsts_train,작은 아기를 안고 웃고 있는 여자,아기를 안고 소파에 앉아 있는 한 여성,2.8
1237,korsts_train,네 척의 배 위로 날아다니는 네 대의 파란색과 노란색 비행기.,비행 중인 파란색과 노란색 비행기 4대.,2.7
1239,korsts_train,세 병이 테이블 위에 있다.,낡은 녹색 병이 테이블 위에 놓여 있었다.,2.4
1243,korsts_train,물 공급기를 향해 날아가는 두 마리의 새들,두 마리의 새가 새 먹이 근처에서 날아다닌다.,2.0
1244,korsts_train,큰 들판에 서 있는 두 마리의 소들,들판에 서 있는 말,3.0
1245,korsts_train,언덕에서 풀을 뜯고 있는 양 떼,한 무리의 양들이 언덕 위에 있다.,1.9
1246,korsts_train,한 남자가 기차 앞에 서 있다.,한 남자가 조각상 앞에 서 있다.,3.1
1247,korsts_train,두 명의 여성이 카메라를 위해 포즈를 취하고 엄지손가락을 위로 올리고 있다.,웃고 있는 두 젊은 여성이 엄지손가락을 위로 올려보낸다.,2.4
1250,korsts_train,갈색 소파에 앉아 있는 두 명의 여성.,버스 밖에 서 있는 두 명의 여성.,1.9
1251,korsts_train,녹색 눈을 가진 회색 고양이가 카메라를 들여다본다.,"회색, 검정색, 그리고 흰색 고양이가 카메라를 보고 있습니다.",3.2
1254,korsts_train,흑백 소가 부분적으로 흐린 푸른 하늘에 잔디 위에 서 있습니다.,부분적으로 흐린 푸른 하늘에 대항하여 금속 문 뒤에 두 마리의 흑백 소가 있습니다.,2.2
1255,korsts_train,흰말을 탄 남자.,경기장에서 백마를 타는 남자,2.3
1259,korsts_train,"두 젊은이가 미닫이 유리문 옆 테이블에 앉아 있는데, 한 사람이 다른 사람을 가리키고 있다.",두 사람은 테이블에서 서로 마주 보고 앉아 있다.한 사람이 다른 사람을 가리키고 있다.,2.7
1260,korsts_train,한 남자와 한 여자가 해변을 따라 걷고 있다.,턱수염과 두개골 모자를 쓴 남자와 소년이 바다의 해안을 따라 걷고 있다.,1.8
1261,korsts_train,10마리의 양이 카메라를 보고 있다.,등에 있는 고양이가 카메라를 보고 있다.,2.3
1262,korsts_train,흑백 개가 카메라를 보고 있다.,펜에 든 작은 흑백 염소가 카메라를 올려다보고 있다.,2.2
1264,korsts_train,승객들을 태운 레드 더블 데커 버스,빨간 더블 데커 버스가 거리를 달리고 있다.,2.2
1266,korsts_train,파란 새가 장갑 낀 사람의 손에 앉는다.,새는 장갑 낀 손에 착 달라붙어 있다.,2.3
1268,korsts_train,대부분 검은 열차가 선로에 있다.,기차 선로 앞에 주차된 차.,1.8
1276,korsts_train,검은 색과 황갈색의 개는 검은 양을 바라본다.,검은 개가 펜에 든 갈색 양을 보고 있다.,2.9
1280,korsts_train,흙자전거를 탄 남자가 매우 높이 뛰어오르고 있다.,오토바이를 탄 남자가 하늘을 등지고 뛰어내렸다.,2.7
1281,korsts_train,두 사람이 작은 하얀 돛배를 타고 항해한다.,작은 범선을 타고 항해하는 커플,2.6
1283,korsts_train,들판에서 방목하는 소 세 마리,들판에서 풀을 뜯는 양 몇 마리,2.5
1285,korsts_train,"촛불, 와인, 그리고 찻주전자가 있는 식탁.","나무 테이블에는 양초, 와인, 그리고 보라색 플라스틱 그릇이 놓여 있습니다.",1.8
1286,korsts_train,붉은 카누를 노를 저어 두 사람이 고요한 물 속에 반사된다.,맑은 호수에 빨간 카누를 탄 두 사람이 있다.,2.6
1287,korsts_train,거의 옷을 입지 않은 여자가 차 옆에 서 있다.,작은 빨간 차 옆에 서 있는 의족이 거의 없는 여자,1.8
1288,korsts_train,승객들을 태운 레드 더블 데커 버스,후드가 달린 빨간색 더블 데커 버스,2.0
1291,korsts_train,선로 위의 다색 열차,대부분 검은 열차가 선로에 있다.,2.5
1293,korsts_train,착륙 장치를 아래로 내려 놓은 빨간색과 파란색 비행기.,착륙 장치를 내리고 있는 WWII 전투기,1.9
1294,korsts_train,작은 보트가 개울을 따라 내려간다.,강에서 움직이는 보트,2.1
1295,korsts_train,4명의 여성과 2명의 남성이 식당의 긴 테이블에 앉아 있다.,한 무리의 사람들이 이탈리아 식당의 테이블에 앉아 있다.,2.1
1298,korsts_train,갈색 말을 파란 말걸이로 닫아라.,파란색 호터를 입은 말의 클로즈업,2.2
1299,korsts_train,큰 검은 새가 물속에 앉아 있다.,새들이 물속에서 헤엄치고 있다.,2.7
1300,korsts_train,크림 소파에 고양이 클로즈업,하얀 소파에 누워 있는 샴 고양이,1.9
1303,korsts_train,강아지는 녹색 쓰레기통 옆의 노란 의자에 재치있게 앉아 있다.,커다란 쓰레기통 옆의 노란 의자에 앉아 있는 불독.,2.8
1305,korsts_train,경매에서 테이블 위에 서 있는 양.,경매장에서 양털을 다.,2.4
1307,korsts_train,오렌지색과 흰색 고양이가 가죽 의자에 앉아 잠들어 있다.,검은 가죽 의자에 담요 위에 누워 있는 오렌지색과 흰색 고양이.,2.9
1310,korsts_train,도시 거리에 있는 더블 데커 레드 유나이티드 버스,더블 데커 버스가 시내 거리에서 운전한다.,2.3
1311,korsts_train,램프 조명이 있는 호텔 방의 텔레비전과 책상.,호텔 방에 텔레비전과 노트북 컴퓨터가 켜져 있다.,1.8
1312,korsts_train,작은 자전거를 타는 남자,한 남자가 자전거를 타고 바퀴 달린 차를 타고 있다.,2.4
1321,korsts_train,도시 거리에 있는 빨간 더블 데커 버스,빨간 더블 데커 버스가 거리를 달리고 있다.,3.0
1322,korsts_train,기차역 안에서 두 대의 열차가 운행된다.,그 기차는 기차역에 있다.,2.9
1324,korsts_train,파란색 소파에 앉아 카메라를 보고 웃고 있는 남자와 여자 두 명이 있다.,부엌에 서서 카메라를 보고 웃는 남녀,2.1
1327,korsts_train,도로 옆 중앙에서 풀을 뜯고 있는 소 몇 마리.,두 도로 사이의 풀밭에서 풀을 뜯고 있는 다섯 마리의 소들,3.2
1329,korsts_train,레드 더블 데커 버스가 거리를 달리고 있다.,도시 거리에 있는 더블 데커 버스,2.4
1337,korsts_train,갈색 소 옆에 서 있는 여자들.,안경을 쓴 여자들이 들판의 소 옆에 서 있다.,2.2
1339,korsts_train,파란색 교대복 차림의 여성이 음식을 잘게 썰었다.,파란 드레스를 입은 여자가 케이크를 자른다.,2.4
1340,korsts_train,흑백 고양이가 카메라를 올려다보고 있다.,"회색, 검정색, 그리고 흰색 고양이가 카메라를 보고 있습니다.",3.1
1342,korsts_train,작은 흰 고양이가 싱크대에 서 있다.,회색과 흰색 고양이가 욕실 싱크대에 앉아 있다.,3.0
