index,guid,source,sentence1,sentence2,labels.label,new_label
150,klue-sts-v1_train_00150,policy-rtt,먼저 데이터·인공지능(AI)분야에서는 데이터 활용을 높이기 위해 건강 등 민감한 정보에 대한 가이드라인을 8월까지 마련한다.,우선 데이터 및 인공지능(AI) 분야에서는 데이터 활용도를 높이기 위해 8월까지 건강 등 중요 정보에 대한 가이드라인을 마련하기로 했습니다.,3.7,3.7
152,klue-sts-v1_train_00152,paraKQC-para,"삼촌, 취침등이랑 독서등 중에 뭐 가질래요?",당신이 원하는게 독서등이랑 취침등 중에 무엇인가요?,3,3
153,klue-sts-v1_train_00153,airbnb-sampled,"조용한 위치, 호스트의 배려, 좋은 벤쿠버의 날씨까지 완벽했던 여행이었습니다.","위치, 환경 ,호스트의 배려 ,모든것이 다 완벽했어요!",3.2,2.5
154,klue-sts-v1_train_00154,paraKQC-sampled,한번 잡은 약속은 어기지 말고 꼭 지켜라.,다음주에 회식하러 언제 가기로 했는지?,0.1,0.1
155,klue-sts-v1_train_00155,policy-rtt,"금융위원회와 금융권 등은 26일 열린 금융리스크 대응반 회의에서 코로나19 사태의 장기화를 고려, ‘취약 개인 채무자의 재기지원 강화방안’의 적용 시기를 연장하기로 했다.",금융위원회와 금융권은 26일 열린 금융위험대응단 회의에서 장기화된 개인채무자 회생 지원 강화 등을 고려해 적용 기간을 연장하기로 했습니다.,3.6,3.6
157,klue-sts-v1_train_00157,airbnb-rtt,"위치, 청결, 주인과의 소통 모든게 좋았습니다.","위치, 청결도, 소유주와의 커뮤니케이션 모두 좋았습니다.",4.1,4.1
158,klue-sts-v1_train_00158,paraKQC-para,내일 영화를 보기로 했나 모레 영화를 보기로 했나?,내일 영화를 보기로 하셨습니까 모레 보기로 하셨습니까?,4.7,4.7
159,klue-sts-v1_train_00159,policy-sampled,"65세 이상 독거 노인 죽음, 전체 고독사의 43% 달해","여성(51.6%)과 노후준비가 빈약한 고령층(65세 이상, 32.9%)의 고용률 역시 역대 최고치를 기록했습니다.",0.3,0.3
160,klue-sts-v1_train_00160,policy-rtt,"이번 영상은 약 30초 분량으로 미국과 영국, 태국 주요 건물의 대형전광판 총 13개를 통해 상영된다.","이 비디오는 미국, 영국의 주요 건물에 있는 총 13개의 대형 전자 보드를 통해 약 30초 동안 상영될 예정입니다.",3.4,3.4
161,klue-sts-v1_train_00161,airbnb-rtt,부엌싱크 뒤쪽으로 샤워 부스와 화장실이 있습니다.,부엌 싱크대 뒤에는 샤워 부스와 욕실이 있습니다.,4.2,4.2
162,klue-sts-v1_train_00162,policy-rtt,올해 코로나 방역 과정에서 우리가 얻은 것이 있다면 바로 그것입니다.,올해 코로나 검역 과정에서 얻은 것과 똑같습니다.,3.4,3.4
163,klue-sts-v1_train_00163,policy-rtt,"다만, 종교시설 등 4대 밀집시설에 대해 운영중단 강력권고를 해제하는 등 일부 제한은 완화한다.","하지만, 종교 시설을 포함한 4개의 주요 집중 시설에 대한 운영을 중단하라는 강력한 권고안을 철회하는 등, 일부 제한 사항들은 완화될 것입니다.",3.6,3.6
165,klue-sts-v1_train_00165,airbnb-sampled,버스노선을 잘 검색해가시는걸 추천할게요.,참고로 겨울 이용시에는 바닥이 찬 편이라서 두꺼운 슬리퍼 챙겨오는걸 추천해요.,0,0
166,klue-sts-v1_train_00166,airbnb-rtt,베란다에서 보이는 야경이 정말 멋있습니다.,베란다에서 보는 야경은 정말 멋져요.,4.2,4.2
169,klue-sts-v1_train_00169,policy-sampled,"정부는 이번 서울실증 외에도 도심항공교통을 위한 체계적인 실증사업, 버티포트(eVTOL 이착륙장) 기준 마련, 종사자 자격 연구 등을 추진 중에 있다.",이는 시스템과 메뉴얼에 입각한 체계적인 대응이 제대로 작동했다는 의미로 볼 수 있다.,0,0
170,klue-sts-v1_train_00170,airbnb-rtt,겉에서 보는 것 보다 내부 공간이 훨씬 좋았어요.,실내 공간은 외부보다 훨씬 더 좋았습니다.,3.8,3.8
171,klue-sts-v1_train_00171,airbnb-rtt,다만 화장실에서 냄새가 좀 난다는 단점이 있다.,"하지만, 욕실에서 냄새가 약간 난다는 단점이 있습니다.",3.4,3.4
172,klue-sts-v1_train_00172,airbnb-rtt,"친절한 호스트, 낡은 건물이지만 양호한 객실 상태","친절한 호스트, 오래된 건물이지만 객실 상태는 좋습니다.",3.9,3.9
173,klue-sts-v1_train_00173,paraKQC-sampled,일본에서 관리중인 도메인으로 메일을 보내는건 금지되어있습니다.,지메일 계정의 비밀번호를 자주 바꾸지 마세요.,0.2,0.2
175,klue-sts-v1_train_00175,policy-sampled,문화체육관광부는 한국출판문화산업진흥원과 함께 5일 오후 2시 ‘코로나 시대의 인간과 기술’을 주제로 ‘인간과 기술 포럼’의 서막을 연다.,문화체육관광부는 게임산업 진흥과 올바른 게임문화 확산을 위해 18일 넥슨 아레나에서 ‘게임산업 재도약을 위한 대토론회’를 개최한다.,0.7,0.7
178,klue-sts-v1_train_00178,paraKQC-para,세탁 건조기 쓰지 말자 이번엔,세탁건조기 돌리지마,2.6,3
179,klue-sts-v1_train_00179,airbnb-sampled,"위치, 주차, 침실, 아침식사 모두 너무 좋았고요","와이파이, 수건, 수압, 침실 모두 좋았다.",1.4,1.4
180,klue-sts-v1_train_00180,airbnb-rtt,세비야의 전통적인 느낌이 있는 예쁜 집이었어요.,그곳은 전통적인 세비야의 느낌을 가진 예쁜 집이었습니다.,4.1,4.1
181,klue-sts-v1_train_00181,paraKQC-para,식기 세척기로 그릇 씻는 방법을 알려줘,어떻게 식기 세척기로 그릇을 씻는지 알려줘,4.2,4.2
182,klue-sts-v1_train_00182,paraKQC-para,쿠팡은 계속 차단해,쿠팡 메일은 차단 풀지마,3.6,3.6
183,klue-sts-v1_train_00183,paraKQC-sampled,시작 날짜 알려줘. 내장산 단풍.,황사 올 때는 나가지 않도록 해라.,0,0
184,klue-sts-v1_train_00184,paraKQC-para,세탁건조기 쓰지마,세탁건조기 작동시키지마,4.2,4.2
186,klue-sts-v1_train_00186,airbnb-rtt,당신이 관광객이 아닌 여행자라면 주저없이 추천합니다.,관광객이 아니라면 주저하지 말고 추천합니다.,3.8,3.8
187,klue-sts-v1_train_00187,paraKQC-sampled,여름말고 겨울에 난방 온도로 적정한 정도가 어떻게 되니?,혹시 거실 말고 안방은 로봇청소기로 어떻게 해야할지 아시나요?,0.2,0.2
189,klue-sts-v1_train_00189,airbnb-rtt,집은 2명이 머물기에 불편함이 없어요.,두 사람이 집에 머무는 데 불편함이 없습니다.,4.5,4.5
190,klue-sts-v1_train_00190,paraKQC-sampled,일본 동경 날씨 궁금합니다.,내일 비 올 확률을 알려주십시오.,0,0
191,klue-sts-v1_train_00191,airbnb-rtt,파리에서의 5박이 너무 뜻깊었던 순간이였습니다.,파리에서의 5박은 매우 의미 있는 순간이었습니다.,4.1,4.1
192,klue-sts-v1_train_00192,paraKQC-sampled,교수님은 메일로 연락드리는거 아니야,지메일 연동기능을 제공하는 서비스가 트위치야 유투브야?,0.3,0.3
193,klue-sts-v1_train_00193,airbnb-rtt,지역이 습해서 제습기 가동은 필수입니다.,지역이 습기 때문에 제습기 작동이 필수적입니다.,4.5,4.5
194,klue-sts-v1_train_00194,policy-rtt,24일 법무부에 따르면 체류기간이 곧 만료되는 등록외국인은 13만6000여명에 달한다.,24일 법무부에 따르면 외국인 등록자 13만6000명이 곧 만료됩니다.,4.2,4.2
195,klue-sts-v1_train_00195,airbnb-rtt,숙소 주변은 주택가여서 조용한 편입니다.,숙소 주변은 주거지역이기 때문에 조용합니다.,3.9,3.9
196,klue-sts-v1_train_00196,paraKQC-para,계곡에 텐트치는 것은 비 올 때는 금지입니다.,계곡에는 비 내릴 때 텐트 치면 안돼요.,4.2,4.2
197,klue-sts-v1_train_00197,policy-sampled,중국에서 신종 코로나바이러스 감염자가 10만 명을 넘었다?,60세 이상에서는 취업자가 무려 37만7000명 늘었다.,0.2,0.2
200,klue-sts-v1_train_00200,paraKQC-sampled,전자레인지 한 달 사용 시간 알려줘,"삼촌, 팝이랑 클래식 중에 좋아하는 장르 알려줄래요?",0.2,0.2
201,klue-sts-v1_train_00201,airbnb-rtt,시설도 사진에서 보던 바와 같았습니다.,시설들은 사진과 같았습니다.,4.2,4.2
202,klue-sts-v1_train_00202,airbnb-sampled,"화장실, 부엌을 쓰는 데에 전혀 불편함이 없었습니다.",화장실이나 부엌 쓰는 것도 불편한 게 없었어요.,4.2,4.2
203,klue-sts-v1_train_00203,paraKQC-para,케이비에스랑 엠비씨 라디오 중에 어떤걸 네가 좋아하는지 알려줄래?,엠비씨랑 케이비에스 라디오 중에 삼촌이 좋아하는 건 뭐에요?,3.6,3.6
204,klue-sts-v1_train_00204,paraKQC-para,단풍으로 유명한 산이 어디지?,단풍으로 잘 알려진 산은 어디가 있지?,4.1,4.1
205,klue-sts-v1_train_00205,airbnb-rtt,"위치도 적절했고, 숙소도 엄청 깨끗합니다!","위치는 적절했고, 숙소는 매우 깨끗했습니다!",4.7,4.7
206,klue-sts-v1_train_00206,paraKQC-sampled,배송 주문 확인 메일 중에 쿠팡에서 온게 몇개야?,윈도우 아웃룩이 차지하는 용량이 얼마나 되나요?,0,0
207,klue-sts-v1_train_00207,airbnb-rtt,다만 방안의 침대는 두명이 자기에는 약간 좁았어요.,"하지만, 방의 침대는 두 사람이 자기에 조금 작았습니다.",4.2,4.2
208,klue-sts-v1_train_00208,policy-sampled,이와함께 부품 수입과 관련한 관세와 상반기분 부가가치세 납기를 최대 12개월 연장하고 최대 9개월 징수 유예를 지원한다.,수입 관세와 부가세는 올해 3월 신고분 납기를 5월 말로 2개월 연장한다.,0.7,0.7
209,klue-sts-v1_train_00209,paraKQC-sampled,모든 메일을 다운로드 받지는 마세요. 거래처에서 온 것만 받아주세요.,어제 학교에서 온 메일 제목 알려줘,0.5,0.5
210,klue-sts-v1_train_00210,airbnb-sampled,호스트가 알려준 저녁 식사 장소도 마음에 꼭 들었다.,심지어 시설도 상당히 마음에 들었습니다,0.9,0.9
211,klue-sts-v1_train_00211,policy-rtt,이와 함께 150가구 미만 공동주택에서 소유자·세입자의 3분의 2 이상 동의를 받는 경우 의무관리대상 공동주택으로 전환할 수 있게 된다.,"게다가, 만약 소유자와 세입자의 2/3 이상이 150가구 미만의 아파트에 동의한다면, 그들은 의무적인 관리를 받는 아파트로 바꿀 수 있을 것입니다.",3.5,3.5
213,klue-sts-v1_train_00213,policy-sampled,"추진단은 문화예술교육 현장·학계의 외부 전문가 22명, 문체부 및 교육진흥원 담당자 8명 등 총 30명으로 구성된 민관협의체다.","공단은 진료에 필요한 의사 31명, 간호사 121명, 병리사 8명, 방사선사 6명 등 총 166명을 인천 병원 등 9개 소속병원 의료 인력과 정부지원 인력으로 확보했다.",0.2,0.2
214,klue-sts-v1_train_00214,airbnb-rtt,위치는 우리가 자주가는 관광지에서 대부분 삼사십분정도 걸리는거리 같아요.,그 장소는 우리가 자주 방문하는 대부분의 관광 명소에서 3분에서 40분 정도 걸리는 것 같습니다.,3.7,3.7
216,klue-sts-v1_train_00216,paraKQC-sampled,병무청에 문의하려면 어느 메일 주소에 메일을 보내야할까요?,별표가 포함된 메일 주소에서 별표를 삭제해주세요.,0.5,0.5
217,klue-sts-v1_train_00217,paraKQC-sampled,알려줘. 대관령과 진부령 중 겨울에 눈이 더 많이 오는 곳을.,강풍이 불 때 창문은 열면 안된다.,0,0
218,klue-sts-v1_train_00218,airbnb-rtt,개인적인 기준으로 화장실의 청결도는 약간의 개선이 필요해 보입니다.,"개인적인 근거로 볼 때, 욕실의 청결은 약간의 개선이 필요한 것 같습니다.",3.8,3.8
219,klue-sts-v1_train_00219,policy-sampled,"중소·중견기업의 설비투자 촉진을 위해 정책금융기관 공동 ‘설비투자 붐업 프로그램’을 4조 5000억 원 규모, 최저금리 1.5%로 신설한다.",정부는 내달 1일부터 경영에 어려움을 겪는 영세 소상공인과 자영업자들을 위해 12조 규모로 연 1.5% 금리의 긴급경영자금 대출을 시작한다.,1,1
220,klue-sts-v1_train_00220,paraKQC-sampled,상사에게 메일을 보낼 때 표현이나 예절등을 어떻게 해야하지?,네이트 메일에서 전체 메일을 보내고 싶은데 어떻게 보내?,1,1
221,klue-sts-v1_train_00221,policy-sampled,다음은 문 대통령 고용노동부·환경부·농림축산식품부 업무보고 모두발언 전문.,‘100문 100답으로 풀어보는 주택세금’ 바로가기,0,0
222,klue-sts-v1_train_00222,paraKQC-para,어떻게 빔프로젝터를 효율적으로 쓸 수 있어?,빔프로젝터를 효율적으로 사용하려면 어떻게 해야 되지?,4,4
223,klue-sts-v1_train_00223,airbnb-sampled,숙소근처에 마트가 있어 음식준비하기가 편합니다.,"숙소 근처에 소형, 대형 마트가 있어 생활용품이나 식자재를 구매하기에도 편리합니다.",3,2.5
224,klue-sts-v1_train_00224,paraKQC-sampled,열대야 기준 온도는 몇 도인지 궁금합니다.,겨울에 눈이 많은 곳은 대관령과 진부령 중 어디인가요?,0,0
225,klue-sts-v1_train_00225,policy-sampled,"쪽방촌을 정비하면서 주민을 위한 공공임대와 민간 주택, 종합복지센터등으로 복합개발하는 ‘쪽방촌 순환형 개발’도 본격 추진한다.",전국적인 국내여행 분위기 조성을 위해 민간기업 등 다수 기관의 참여를 독려하는 ‘여행주간 참여기관’ 모집도 계속된다.,0,0
226,klue-sts-v1_train_00226,airbnb-rtt,코펜하겐에 다시 간다면 다시 이 집을 빌리기를 원합니다.,코펜하겐으로 돌아가면 이 집을 다시 빌리고 싶어요.,3.8,3.8
227,klue-sts-v1_train_00227,airbnb-sampled,독특한 인테리어와 청결함이 인상적이었습니다.,예약시점부터 체크인까지 호스트와의 소통은 즉각적이었습니다,0,0
229,klue-sts-v1_train_00229,airbnb-rtt,아시아 마켓 큰 곳엔 한국 냉동 코너도 따로 있더라구요.,큰 아시아 시장에는 별도의 한국 냉장 코너도 있습니다.,3.5,3.5
230,klue-sts-v1_train_00230,policy-rtt,"지난 2년간 공공임대주택, 금융·주거급여 등 맞춤 프로그램을 통해 200만 가구 이상의 주거안정을 지원","공공임대주택, 금융, 주거급여 등 맞춤형 프로그램을 통해 지난 2년간 200만 가구 이상의 주거안정을 지원하였습니다.",4.2,4.2
231,klue-sts-v1_train_00231,airbnb-sampled,첫날 묵었던 타이베이의 4성급 호텔보다 훨씬 편하고 아늑합니다.,그 동안 묵었던 그 어느 홍콩의 호텔들보다 만족스러웠던 숙소였습니다.,1.7,1.7
232,klue-sts-v1_train_00232,paraKQC-sampled,업체와 이번 주에 잡은 일정과 시간이 언제인가요?,다음 달에 있는 진급 심사 언제 열리죠?,0.3,0.3
234,klue-sts-v1_train_00234,paraKQC-para,너가 추천해줄 수 있는 가장 효과적인 거실 청소 방법은 뭐야?,너가 생각하긴 거실을 가장 효과적으로 청소하려면 어떻게 해야될 것 같아?,3.6,3.6
235,klue-sts-v1_train_00235,airbnb-sampled,그리고 사진보다 방이 훨씬 깨끗하며 상당히 큰 편입니다.,등록된 사진보다 실제 방이 훨씬 더 예뻤다.,1.7,1.7
236,klue-sts-v1_train_00236,airbnb-rtt,저는 다음 프라하 여정에도 이 곳에 머무를 생각이에요!,저는 다음 프라하 여행 때 이곳에 머무를 생각이에요!,4.2,4.2
237,klue-sts-v1_train_00237,airbnb-rtt,하지만 냉장고와 공용공간에 개인 물품이 많이 있습니다.,하지만 냉장고와 공공 공간에는 많은 개인적인 물건들이 있습니다.,4.6,4.6
238,klue-sts-v1_train_00238,paraKQC-sampled,"찬물 세탁할 때, 어떤 방법으로 세탁물 분류해야 돼?",대문말고 현관문 잠금장치 점검할 때가 온 것 같아.,0,0
